Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items
61200326,HBWEHUHB,MAGNET Bank Komádi fiók,"4138 Komádi, Fő utca 2",S,R
61200333,HBWEHUHB,MAGNET Bank Csökmői kirendeltség,"4145 Csökmő, Kossuth  utca 87",S,R
61200340,HBWEHUHB,MAGNET Bank Csökmői kirendeltség,"4145 Csökmő, Kossuth  utca 87",S,R
61200357,HBWEHUHB,MAGNET Bank Csökmői kirendeltség,"4145 Csökmő, Kossuth  utca 87",S,R
61200364,HBWEHUHB,MAGNET Bank Hajdúnánási fiók,"4080 Hajdúnánás, Kossuth  utca 12 fsz 1",S,R
61200371,HBWEHUHB,MAGNET Bank Tiszacsegei fiók,"4066 Tiszacsege, Kossuth  utca 8/B",S,R
61200388,HBWEHUHB,MAGNET Bank Tiszacsegei fiók,"4066 Tiszacsege, Kossuth  utca 8/B",S,R
61200395,HBWEHUHB,MAGNET Bank Halásztelki fiók,"2314 Halásztelek, II. Rákóczi Ferenc út 50-52",S,R
61200405,HBWEHUHB,MAGNET Bank Szigetszentmiklósi fiók,"2310 Szigetszentmiklós, Tököli út 19/B fsz 3",S,R
61200412,HBWEHUHB,MAGNET Bank Nyíregyházai fiók,"4400 Nyíregyháza, Szarvas utca 5-9",S,R
61200429,HBWEHUHB,MAGNET Bank Miskolci fiók,"3530 Miskolc, Széchenyi István  út 94",S,R
61200436,HBWEHUHB,MAGNET Bank Egri fiók,"3300 Eger, Törvényház utca 9",S,R
61200443,HBWEHUHB,MAGNET Bank Soproni fiók,"9400 Sopron, Kossuth Lajos utca 19",S,R
61400007,MKKBHUHB,MBH Bank Nyrt.,"4287 Vámospércs, Nagy utca 9.",S,R
61400014,MKKBHUHB,MBH Bank Nyrt.,"4264 Nyírábrány, Jókai utca 1/A",S,R
61400021,MKKBHUHB,MBH Bank Nyrt.,"4287 Vámospércs, Nagy utca 9.",S,R
61400038,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
61400045,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
61400069,MKKBHUHB,MBH Bank Nyrt.,"4287 Vámospércs, Nagy utca 9.",S,R
61400117,MKKBHUHB,MBH Bank Nyrt.,"4183 Kaba, Rákóczi Ferenc út 120.",S,R
61400124,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
61400131,MKKBHUHB,MBH Bank Nyrt.,"4183 Kaba, Rákóczi  Ferenc út 120.",S,R
61400148,MKKBHUHB,MBH Bank Nyrt.,"4183 Kaba, Rákóczi  Ferenc út 120.",S,R
61400155,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
61400162,MKKBHUHB,MBH Bank Nyrt.,"4183 Kaba, Rákóczi  Ferenc út 120.",S,R
61400179,MKKBHUHB,MBH Bank Nyrt.,"4200 Hajdúszoboszló, Hősök tere 15.",S,R
61400186,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
61400193,MKKBHUHB,MBH Bank Nyrt.,"4150 Püspökladány, Gagarin utca 1.",S,R
61400203,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
61400997,MKKBHUHB,MBH Bank Nyrt.,"4026 Debrecen, Bethlen G. utca 6-8.",S,R
61600018,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1 út 2/a.",S,R
61600025,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1. út 2/a.",S,R
61600032,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1 út 2/a.",S,R
61600049,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1 út 2/a.",S,R
61600056,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1. út 2/a.",S,R
61600063,MKKBHUHB,MBH Bank Nyrt.,"3700 Kazincbarcika, Egressy Béni út 52.",S,R
61600070,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61600104,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61600111,MKKBHUHB,MBH Bank Nyrt.,"3346 Bélapátfalva, Május  1 út 2/a.",S,R
61900002,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi  Ferenc út 58.",S,R
61900019,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi Ferenc út 58.",S,R
61900026,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi Ferenc út 58.",S,R
61900033,MKKBHUHB,MBH Bank Nyrt.,"3373 Besenyőtelek, Fő út 112.",S,R
61900040,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61900057,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61900064,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi Ferenc út 58.",S,R
61900071,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900088,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900095,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900105,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900112,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900129,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi út 58.",S,R
61900136,MKKBHUHB,MBH Bank Nyrt.,"5350 Tiszafüred, Kossuth tér 17.",S,R
61900143,MKKBHUHB,MBH Bank Nyrt.,"5350 Tiszafüred, Kossuth tér 17.",S,R
61900150,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61900167,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61900174,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
61900181,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi Ferenc út 58.",S,R
61900198,MKKBHUHB,MBH Bank Nyrt.,"3390 Füzesabony, Rákóczi Ferenc út 58.",S,R
62000019,MKKBHUHB,MBH Bank Nyrt.,"3035 Gyöngyöspata, Dózsa György út 1-3.",S,R
62000026,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62000033,MKKBHUHB,MBH Bank Nyrt.,"3035 Gyöngyöspata, Dózsa György út 1-3.",S,R
62000040,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62000057,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62000071,MKKBHUHB,MBH Bank Nyrt.,"3360 Heves, Hunyadi utca 11-13.",S,R
62000088,MKKBHUHB,MBH Bank Nyrt.,"3360 Heves, Hunyadi utca 11-13.",S,R
62000095,MKKBHUHB,MBH Bank Nyrt.,"3373 Besenyőtelek, Fő út 112.",S,R
62000112,MKKBHUHB,MBH Bank Nyrt.,"3240 Parád, Kossuth út 128.",S,R
62000129,MKKBHUHB,MBH Bank Nyrt.,"3240 Parád, Kossuth út 128.",S,R
62000136,MKKBHUHB,MBH Bank Nyrt.,"3240 Parád, Kossuth út 128.",S,R
62000143,MKKBHUHB,MBH Bank Nyrt.,"3240 Parád, Kossuth út 128.",S,R
62000150,MKKBHUHB,MBH Bank Nyrt.,"3240 Parád, Kossuth út 128.",S,R
62000167,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62000174,MKKBHUHB,MBH Bank Nyrt.,"3263 Domoszló, Deák tér 6.",S,R
62000181,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62000198,MKKBHUHB,MBH Bank Nyrt.,"3263 Domoszló, Deák tér 6.",S,R
62100016,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100119,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100126,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100133,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100140,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100157,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100164,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100171,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100188,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100195,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100205,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100212,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100229,MKKBHUHB,MBH Bank Nyrt.,"1144 Budapest, Zalán utca 23.",S,R
62100236,MKKBHUHB,MBH Bank Nyrt.,"3023 Petőfibánya, Mária utca 4.",S,R
62100243,MKKBHUHB,MBH Bank Nyrt.,"3000 Hatvan, Kossuth tér 22.",S,R
62100250,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100267,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100274,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100281,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100298,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100308,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100315,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100322,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62100339,MKKBHUHB,MBH Bank Nyrt.,"3060 Pásztó, Fő út 64.",S,R
62300216,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62300223,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62300230,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62600011,MKKBHUHB,MBH Bank Nyrt.,"3284 Tarnaméra, Árpád út 4/2.",S,R
62600028,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62600035,MKKBHUHB,MBH Bank Nyrt.,"3284 Tarnaméra, Árpád út 4/2.",S,R
62600042,MKKBHUHB,MBH Bank Nyrt.,"3284 Tarnaméra, Árpád út 4/2.",S,R
62600059,MKKBHUHB,MBH Bank Nyrt.,"3284 Tarnaméra, Árpád út 4/2.",S,R
62600066,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62600073,MKKBHUHB,MBH Bank Nyrt.,"3824 Tarnaméra, Árpád út 4/2.",S,R
62600080,MKKBHUHB,MBH Bank Nyrt.,"3360 Heves, Hunyadi János utca 11-13.",S,R
62600097,MKKBHUHB,MBH Bank Nyrt.,"3360 Heves, Hunyadi János utca 11-13.",S,R
62600107,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62600114,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62600121,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62600138,MKKBHUHB,MBH Bank Nyrt.,"3284 Tarnaméra, Árpád út 4/2.",S,R
62600145,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62600152,MKKBHUHB,MBH Bank Nyrt.,"3360 Heves, Hunyadi János utca 11-13.",S,R
62600169,MKKBHUHB,MBH Bank Nyrt.,"5100 Jászberény, Szabadság tér 9-10.",S,R
62700018,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62700111,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62700128,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62700135,MKKBHUHB,MBH Bank Nyrt.,"5123 Jászárokszállás, Árpád tér 2.",S,R
62700142,MKKBHUHB,MBH Bank Nyrt.,"3200 Gyöngyös, Magyar út 1.",S,R
62800015,MKKBHUHB,MBH Bank Nyrt.,"3351 Verpelét, Szabadság tér 8/a.",S,R
62800022,MKKBHUHB,MBH Bank Nyrt.,"3351 Verpelét, Szabadság tér 8/a.",S,R
62800039,MKKBHUHB,MBH Bank Nyrt.,"3351 Verpelét, Szabadság tér 8/a.",S,R
62800046,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62800053,MKKBHUHB,MBH Bank Nyrt.,"3394 Egerszalók, Sáfrány út 1.",S,R
62800060,MKKBHUHB,MBH Bank Nyrt.,"3394 Egerszalók, Sáfrány út 1.",S,R
62800101,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800194,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800211,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800228,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800235,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Dr. Sándor Imre utca 4.",S,R
62800242,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Dr.  Sándor  Imre utca 4.",S,R
62800259,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona  István tér 7-9.",S,R
62800266,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800273,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62800280,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800307,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800314,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62800321,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62800338,MKKBHUHB,MBH Bank Nyrt.,"3300 Eger, Katona István tér 7-9.",S,R
62800345,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62800376,MKKBHUHB,MBH Bank Nyrt.,"3250 Pétervására, Szabadság tér 21.",S,R
62900012,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth Lajos utca 14.",S,R
62900029,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth Lajos utca 14.",S,R
62900036,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth  Lajos utca 14.",S,R
62900050,MKKBHUHB,MBH Bank Nyrt.,"2870 Kisbér, Kossuth Lajos utca 14.",S,R
62900177,MKKBHUHB,MBH Bank Nyrt.,"1054 Budapest, Báthory utca 1",S,R
63200016,MKKBHUHB,MBH Bank Nyrt.,"2943 Bábolna, Béke utca 1.",S,R
63200023,MKKBHUHB,MBH Bank Nyrt.,"2943 Bábolna, Béke utca 1.",S,R
63200030,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
63200047,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
63200054,MKKBHUHB,MBH Bank Nyrt.,"2942 Nagyigmánd, Kossuth Lajos utca 2.",S,R
63200061,MKKBHUHB,MBH Bank Nyrt.,"2840 Oroszlány, Rákóczi  Ferenc utca 7/a.",S,R
63200078,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
63200085,MKKBHUHB,MBH Bank Nyrt.,"2943 Bábolna, Béke utca 1.",S,R
63200092,MKKBHUHB,MBH Bank Nyrt.,"2941 Ács, Fő utca 9/1",S,R
63200102,MKKBHUHB,MBH Bank Nyrt.,"2900 Komárom, Igmándi út 45.",S,R
63200119,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady  Endre út 17.",S,R
63200126,MKKBHUHB,MBH Bank Nyrt.,"9071 Gönyű, Bajcsy-Zsilinszky utca 23.",S,R
63200133,MKKBHUHB,MBH Bank Nyrt.,"2800 Tatabánya, Fő tér 20/a.",S,R
63200157,MKKBHUHB,MBH Győr ETO Park,"9021 Győr, Nagysándor József utca 31.",S,R
63200171,MKKBHUHB,MBH Bank Nyrt.,"1155 Budapest, Kolozsvár utca 2/B",S,R
63200188,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady Endre út 17.",S,R
63200195,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady  Endre út 17.",S,R
63200205,MKKBHUHB,MBH Bank Nyrt.,"2541 Lábatlan, Rákóczi Ferenc út 138-140.",S,R
63200236,MKKBHUHB,MBH Bank Nyrt.,"2890 Tata, Ady Endre út 17.",S,R
63200243,MKKBHUHB,MBH Bank Nyrt.,"2831 Tarján, Rákóczi Ferenc út 8.",S,R
63200250,MKKBHUHB,MBH Bank Nyrt.,"2831 Tarján, Rákóczi Ferenc út 8.",S,R
63200281,MKKBHUHB,MBH Bank Nyrt.,"9177 Ásványráró, Győri út 47.",S,R
63200298,MKKBHUHB,MBH Bank Nyrt.,"9177 Ásványráró, Győri út 47.",S,R
63200308,MKKBHUHB,MBH Bank Nyrt.,"9174 Dunaszeg, Országút utca 6/B",S,R
63200322,MKKBHUHB,MBH Bank Nyrt.,"9174 Dunaszeg, Országút utca 6/B",S,R
63200339,MKKBHUHB,MBH Bank Nyrt.,"9023 Győr, Lehel utca 27.",S,R
63200384,MKKBHUHB,MBH Bank Nyrt.,"2541 Lábatlan, Rákóczi Ferenc út 138-140.",S,R
63300013,MKKBHUHB,MBH Bank Nyrt.,"2851 Környe, Alkotmány utca 14.",S,R
63300020,MKKBHUHB,MBH Bank Nyrt.,"2840 Oroszlány, Rákóczi  Ferenc út 7/A",S,R
63300037,MKKBHUHB,MBH Bank Nyrt.,"2837 Vértesszőlős, Valusek Dezső utca 53.",S,R
63300099,MKKBHUHB,MBH Bank Nyrt.,"2800 Tatabánya, Fő tér 20/a.",S,R
63300116,MKKBHUHB,MBH Bank Nyrt.,"2855 Bokod, Fő utca 50/A",S,R
63300123,MKKBHUHB,MBH Bank Nyrt.,"2840 Oroszlány, Rákóczi Ferenc út 7/A",S,R
63300130,MKKBHUHB,MBH Bank Nyrt.,"2855 Bokod, Fő utca 50/a",S,R
63600100,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600203,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600306,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600409,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600502,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600605,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600708,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600904,MKKBHUHB,MBH Bank Nyrt.,"2600 Vác, Káptalan utca 14.",S,R
63600911,MKKBHUHB,MBH Bank Nyrt.,"3170 Szécsény, Rákóczi út 71.",S,R
63600928,MKKBHUHB,MBH Bank Nyrt.,"2173 Kartal, Petőfi tér 16.",S,R
63600935,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63600942,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63600959,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63600966,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63601008,MKKBHUHB,MBH Bank Nyrt.,"3100 Salgótarján, Klapka Gy. út 1.",S,R
63601101,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63601204,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63601307,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63601400,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63601503,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800018,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800025,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63800032,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800049,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800056,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63800070,MKKBHUHB,MBH Bank Nyrt.,"2660 Balassagyarmat, Thököly utca 1.",S,R
63800087,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800104,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800111,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
63800207,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
64000015,MKKBHUHB,MBH Bank Nyrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R
64000022,MKKBHUHB,MBH Bank Nyrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R
64000039,MKKBHUHB,MBH Bank Nyrt.,"2659 Érsekvadkert, Rákóczi út 122.",S,R
64000046,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
64000053,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
64000060,MKKBHUHB,MBH Bank Nyrt.,"2651 Rétság, Korányi út 2.",S,R
64000077,MKKBHUHB,MBH Bank Nyrt.,"1144 Budapest, Zalán utca 23.",S,R
64400013,MKKBHUHB,MBH Bank Nyrt.,"2370 Dabas, Szent  István tér 1/D",S,R
64400020,MKKBHUHB,MBH Bank Nyrt.,"2347 Bugyi, Templom utca 6.",S,R
64400037,MKKBHUHB,MBH Bank Nyrt.,"2370 Dabas, Szent István tér 1/D",S,R
64400044,MKKBHUHB,MBH Bank Nyrt.,"2360 Gyál, Kőrösi út 116.",S,R
64400051,MKKBHUHB,MBH Bank Nyrt.,"1201 Budapest, Kossuth Lajos utca 32-36.",S,R
64400068,MKKBHUHB,MBH Bank Nyrt.,"2351 Alsónémedi, Fő út 66/A",S,R
64400075,MKKBHUHB,MBH Bank Nyrt.,"2351 Alsónémedi, Fő út 66/A",S,R
64400082,MKKBHUHB,MBH Bank Nyrt.,"2370 Dabas, Szent István tér 1/D",S,R
64400099,MKKBHUHB,MBH Bank Nyrt.,"2370 Dabas, Szent István tér 1/D",S,R
64400109,MKKBHUHB,MBH Bank Nyrt.,"2360 Gyál, Kőrösi út 116.",S,R
64400116,MKKBHUHB,MBH Bank Nyrt.,"2330 Dunaharaszti, Baktay Ervin tér 5.",S,R
64400123,MKKBHUHB,MBH Bank Nyrt.,"2351 Alsónémedi, Fő út 66/A",S,R
64400130,MKKBHUHB,MBH Bank Nyrt.,"2370 Dabas, Szent István tér 1/D",S,R
64700007,MKKBHUHB,MBH Bank Nyrt.,"2023 Dunabogdány, Hajó utca 3.",S,R
64700014,MKKBHUHB,MBH Bank Nyrt.,"2023 Dunabogdány, Hajó utca 3.",S,R
64700021,MKKBHUHB,MBH Bank Nyrt.,"2021 Tahitótfalu, Petőfi Sándor utca 27.",S,R
64700038,MKKBHUHB,MBH Bank Nyrt.,"2025 Visegrád, Rév utca 9.",S,R
64700045,MKKBHUHB,MBH Bank Nyrt.,"2021 Tahitótfalu, Petőfi Sándor utca 27.",S,R
64700052,MKKBHUHB,MBH Bank Nyrt.,"2130 Göd, Pesti út 93.",S,R
64700069,MKKBHUHB,MBH Bank Nyrt.,"2130 Göd, Pesti út 93.",S,R
64700076,MKKBHUHB,MBH Bank Nyrt.,"2000 Szentendre, Kossuth Lajos utca 22.",S,R
64700083,MKKBHUHB,MBH Bank Nyrt.,"2016 Leányfalu, Móricz Zsigmond út 128/A",S,R
64700090,MKKBHUHB,MBH Bank Nyrt.,"2021 Tahitótfalu, Petőfi Sándor utca 27.",S,R
64700117,MKKBHUHB,MBH Bank Nyrt.,"2134 Sződ, Dózsa György út 102.",S,R
64700124,MKKBHUHB,MBH Bank Nyrt.,"2133 Sződliget, Dr. Kemény József utca 30.",S,R
64700131,MKKBHUHB,MBH Bank Nyrt.,"2028 Pilismarót, Köztársaság tér 17.",S,R
64700148,MKKBHUHB,MBH Bank Nyrt.,"2541 Lábatlan, Rákóczi Ferenc út 138-140.",S,R
64700980,MKKBHUHB,MBH Bank Nyrt.,"2023 Dunabogdány, Hajó utca 3.",S,R
64800004,MKKBHUHB,MBH Bank Nyrt.,"2030 Érd, Budai út 20.",S,R
64800011,MKKBHUHB,MBH Bank Nyrt.,"2030 Érd, Budai út 20.",S,R
64800028,MKKBHUHB,MBH Bank Nyrt.,"2030 Érd, Hegesztő utca 10.",S,R
64800035,MKKBHUHB,MBH Bank Nyrt.,"2030 Érd, Hegesztő utca 10.",S,R
64800042,MKKBHUHB,MBH Bank Nyrt.,"2049 Diósd, Szent István tér 12.",S,R
64800059,MKKBHUHB,MBH Bank Nyrt.,"2053 Herceghalom, Zsámbéki út 16.",S,R
64800066,MKKBHUHB,MBH Bank Nyrt.,"2038 Sóskút, Mártírok utca 5.",S,R
64800073,MKKBHUHB,MBH Bank Nyrt.,"2440 Százhalombatta, Damjanich utca 23.",S,R
64800080,MKKBHUHB,MBH Bank Nyrt.,"2461 Tárnok, Rákóczi út 91.",S,R
64800097,MKKBHUHB,MBH Bank Nyrt.,"2045 Törökbálint, Munkácsy Mihály utca 11.",S,R
64800107,MKKBHUHB,MBH Bank Nyrt.,"2051 Biatorbágy, Szabadság út 11/A.",S,R
64800200,MKKBHUHB,MBH Bank Nyrt.,"2060 Bicske, Csabdi utca 4.",S,R
64800303,MKKBHUHB,MBH Bank Nyrt.,"2092 Budakeszi, Fő utca 126.",S,R
64800406,MKKBHUHB,MBH Bank Nyrt.,"2092 Budakeszi, Fő utca 126.",S,R
64800509,MKKBHUHB,MBH Bank Nyrt.,"2091 Etyek, Óvoda utca 2.",S,R
65100015,MKKBHUHB,MBH Bank Nyrt.,"2200 Monor, Kossuth Lajos utca 77.",S,R
65100022,MKKBHUHB,MBH Bank Nyrt.,"2234 Maglód, Fő utca 13.",S,R
