"CountryCode","LookupKey","Bic","BankCode","BranchCode","BankName","Source"
"HU","616","MKKBHUHB","616","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","619","MKKBHUHB","619","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","620","MKKBHUHB","620","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","621","MKKBHUHB","621","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","623","MKKBHUHB","623","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","626","MKKBHUHB","626","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","627","MKKBHUHB","627","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","628","MKKBHUHB","628","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","629","MKKBHUHB","629","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","632","MKKBHUHB","632","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","633","MKKBHUHB","633","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","636","MKKBHUHB","636","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","638","MKKBHUHB","638","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","640","MKKBHUHB","640","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","644","MKKBHUHB","644","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","647","MKKBHUHB","647","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","648","MKKBHUHB","648","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","651","MKKBHUHB","651","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","652","MKKBHUHB","652","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","655","MKKBHUHB","655","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","657","MKKBHUHB","657","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","659","MKKBHUHB","659","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","660","MKKBHUHB","660","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","669","MKKBHUHB","669","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","670","MKKBHUHB","670","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","676","MKKBHUHB","676","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","678","MKKBHUHB","678","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","679","MKKBHUHB","679","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","680","MKKBHUHB","680","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","682","MKKBHUHB","682","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
"HU","685","MKKBHUHB","685","","MBH Bank Nyrt","Hungarian branch office register (sht.csv)"
