CountryCode,LookupKey,Bic,BankCode,BranchCode,BankName,Source
FR,30087:33229,CMCIFRPPXXX,30087,33229,CM - CIC BANQUES,"User provided data"
FR,30087:33281,CMCIFRPPXXX,30087,33281,CM - CIC BANQUES,"User provided data"
FR,30087:33291,CMCIFRPPXXX,30087,33291,CM - CIC BANQUES,"User provided data"
FR,30087:33295,CMCIFRPPXXX,30087,33295,CM - CIC BANQUES,"User provided data"
FR,30087:33300,CMCIFRPPXXX,30087,33300,CM - CIC BANQUES,"User provided data"
FR,30087:33301,CMCIFRPPXXX,30087,33301,CM - CIC BANQUES,"User provided data"
FR,30087:33303,CMCIFRPPXXX,30087,33303,CM - CIC BANQUES,"User provided data"
FR,30087:33304,CMCIFRPPXXX,30087,33304,CM - CIC BANQUES,"User provided data"
FR,30087:33307,CMCIFRPPXXX,30087,33307,CM - CIC BANQUES,"User provided data"
FR,30087:33310,CMCIFRPPXXX,30087,33310,CM - CIC BANQUES,"User provided data"
FR,30087:33311,CMCIFRPPXXX,30087,33311,CM - CIC BANQUES,"User provided data"
FR,30087:33314,CMCIFRPPXXX,30087,33314,CM - CIC BANQUES,"User provided data"
FR,30087:33320,CMCIFRPPXXX,30087,33320,CM - CIC BANQUES,"User provided data"
FR,30087:33323,CMCIFRPPXXX,30087,33323,CM - CIC BANQUES,"User provided data"
FR,30087:33324,CMCIFRPPXXX,30087,33324,CM - CIC BANQUES,"User provided data"
FR,30087:33326,CMCIFRPPXXX,30087,33326,CM - CIC BANQUES,"User provided data"
FR,30087:33327,CMCIFRPPXXX,30087,33327,CM - CIC BANQUES,"User provided data"
FR,30087:33328,CMCIFRPPXXX,30087,33328,CM - CIC BANQUES,"User provided data"
FR,30087:33340,CMCIFRPPXXX,30087,33340,CM - CIC BANQUES,"User provided data"
FR,30087:33341,CMCIFRPPXXX,30087,33341,CM - CIC BANQUES,"User provided data"
FR,30087:33343,CMCIFRPPXXX,30087,33343,CM - CIC BANQUES,"User provided data"
FR,30087:33345,CMCIFRPPXXX,30087,33345,CM - CIC BANQUES,"User provided data"
FR,30087:33346,CMCIFRPPXXX,30087,33346,CM - CIC BANQUES,"User provided data"
FR,30087:33347,CMCIFRPPXXX,30087,33347,CM - CIC BANQUES,"User provided data"
FR,30087:33349,CMCIFRPPXXX,30087,33349,CM - CIC BANQUES,"User provided data"
FR,30087:33380,CMCIFRPPXXX,30087,33380,CM - CIC BANQUES,"User provided data"
FR,30087:33390,CMCIFRPPXXX,30087,33390,CM - CIC BANQUES,"User provided data"
FR,30087:33440,CMCIFRPPXXX,30087,33440,CM - CIC BANQUES,"User provided data"
FR,30087:33500,CMCIFRPPXXX,30087,33500,CM - CIC BANQUES,"User provided data"
FR,30087:33501,CMCIFRPPXXX,30087,33501,CM - CIC BANQUES,"User provided data"
FR,30087:33503,CMCIFRPPXXX,30087,33503,CM - CIC BANQUES,"User provided data"
FR,30087:33504,CMCIFRPPXXX,30087,33504,CM - CIC BANQUES,"User provided data"
FR,30087:33506,CMCIFRPPXXX,30087,33506,CM - CIC BANQUES,"User provided data"
FR,30087:33507,CMCIFRPPXXX,30087,33507,CM - CIC BANQUES,"User provided data"
FR,30087:33508,CMCIFRPPXXX,30087,33508,CM - CIC BANQUES,"User provided data"
FR,30087:33510,CMCIFRPPXXX,30087,33510,CM - CIC BANQUES,"User provided data"
FR,30087:33512,CMCIFRPPXXX,30087,33512,CM - CIC BANQUES,"User provided data"
FR,30087:33513,CMCIFRPPXXX,30087,33513,CM - CIC BANQUES,"User provided data"
FR,30087:33514,CMCIFRPPXXX,30087,33514,CM - CIC BANQUES,"User provided data"
FR,30087:33550,CMCIFRPPXXX,30087,33550,CM - CIC BANQUES,"User provided data"
FR,30087:33552,CMCIFRPPXXX,30087,33552,CM - CIC BANQUES,"User provided data"
FR,30087:33553,CMCIFRPPXXX,30087,33553,CM - CIC BANQUES,"User provided data"
FR,30087:33555,CMCIFRPPXXX,30087,33555,CM - CIC BANQUES,"User provided data"
FR,30087:33556,CMCIFRPPXXX,30087,33556,CM - CIC BANQUES,"User provided data"
FR,30087:33557,CMCIFRPPXXX,30087,33557,CM - CIC BANQUES,"User provided data"
